id,name,post_code,country,lat,lon
429,Stuttgart,70439,Germany,48.7823,9.177
430,Stuttgart,70437,Germany,48.7823,9.177
431,Stuttgart,70435,Germany,48.7823,9.177
432,Stuttgart,70374,Germany,48.7823,9.177
433,Stuttgart,70372,Germany,48.7823,9.177
434,Stuttgart,70378,Germany,48.7823,9.177
435,Stuttgart,70376,Germany,48.8213,9.22
436,Stuttgart,70329,Germany,48.7586,9.2557
437,Stuttgart,70327,Germany,48.7586,9.2557
438,Stuttgart,70499,Germany,48.8143,9.1123
439,Stuttgart,70469,Germany,48.7823,9.177
440,Stuttgart,70629,Germany,48.7823,9.177
441,Stuttgart,70619,Germany,48.7823,9.177
442,Stuttgart,70599,Germany,48.701,9.2107
443,Stuttgart,70597,Germany,48.7823,9.177
444,Stuttgart,70569,Germany,48.7301,9.1097
445,Stuttgart,70567,Germany,48.7823,9.177
446,Stuttgart,70565,Germany,48.7301,9.1097
447,Stuttgart,70563,Germany,48.7301,9.1097
448,Düsseldorf,40213,Germany,51.220507741497,6.81216996826174
449,Düsseldorf,40597,Germany,51.220507741497,6.81216996826174
450,Düsseldorf,40599,Germany,51.220507741497,6.81216996826174
451,Düsseldorf,40591,Germany,51.220507741497,6.81216996826174
452,Düsseldorf,40593,Germany,51.220507741497,6.81216996826174
453,Düsseldorf,40595,Germany,51.220507741497,6.81216996826174
454,Düsseldorf,40549,Germany,51.220507741497,6.81216996826174
455,Düsseldorf,40589,Germany,51.220507741497,6.81216996826174
456,Düsseldorf,40545,Germany,51.220507741497,6.81216996826174
457,Düsseldorf,40547,Germany,51.220507741497,6.81216996826174
458,Düsseldorf,40625,Germany,51.220507741497,6.81216996826174
459,Düsseldorf,40627,Germany,51.220507741497,6.81216996826174
460,Düsseldorf,40629,Germany,51.220507741497,6.81216996826174
461,Düsseldorf,40721,Germany,51.16819,6.93640000000005
462,Düsseldorf,40489,Germany,51.220507741497,6.81216996826174
463,Düsseldorf,40476,Germany,51.220507741497,6.81216996826174
464,Düsseldorf,40477,Germany,51.220507741497,6.81216996826174
465,Düsseldorf,40479,Germany,51.220507741497,6.81216996826174
466,Düsseldorf,40470,Germany,51.220507741497,6.81216996826174
467,Düsseldorf,40472,Germany,51.220507741497,6.81216996826174
468,Düsseldorf,40474,Germany,51.220507741497,6.81216996826174
469,Düsseldorf,40468,Germany,51.220507741497,6.81216996826174
470,Düsseldorf,40233,Germany,51.220507741497,6.81216996826174
471,Düsseldorf,40235,Germany,51.220507741497,6.81216996826174
472,Düsseldorf,40237,Germany,51.220507741497,6.81216996826174
473,Düsseldorf,40239,Germany,51.220507741497,6.81216996826174
